sum,agency,year,country
60000,BROADCASTING BOARD OF GOVERNORS (BBG),2017,TUR
39274,BROADCASTING BOARD OF GOVERNORS (BBG),2017,TWN
140992,BROADCASTING BOARD OF GOVERNORS (BBG),2017,UKR
177626857.23,BROADCASTING BOARD OF GOVERNORS (BBG),2017,USA
498500,BROADCASTING BOARD OF GOVERNORS (BBG),2017,ZAF
224110,BROADCASTING BOARD OF GOVERNORS (BBG),2018,AFG
221440,BROADCASTING BOARD OF GOVERNORS (BBG),2018,ARM
1316500,BROADCASTING BOARD OF GOVERNORS (BBG),2018,BEL
0,BROADCASTING BOARD OF GOVERNORS (BBG),2018,BFA
215950,BROADCASTING BOARD OF GOVERNORS (BBG),2018,BGD
48036,BROADCASTING BOARD OF GOVERNORS (BBG),2018,BIH
106276.53,BROADCASTING BOARD OF GOVERNORS (BBG),2018,CAN
383616.15,BROADCASTING BOARD OF GOVERNORS (BBG),2018,CHE
0,BROADCASTING BOARD OF GOVERNORS (BBG),2018,COL
208409,BROADCASTING BOARD OF GOVERNORS (BBG),2018,CZE
0,BROADCASTING BOARD OF GOVERNORS (BBG),2018,DOM
33987.7,BROADCASTING BOARD OF GOVERNORS (BBG),2018,ESP
21275,BROADCASTING BOARD OF GOVERNORS (BBG),2018,FRA
2114413.2,BROADCASTING BOARD OF GOVERNORS (BBG),2018,GBR
5004,BROADCASTING BOARD OF GOVERNORS (BBG),2018,GEO
1547575.02,BROADCASTING BOARD OF GOVERNORS (BBG),2018,HKG
32000,BROADCASTING BOARD OF GOVERNORS (BBG),2018,IND
36000,BROADCASTING BOARD OF GOVERNORS (BBG),2018,IRQ
435000,BROADCASTING BOARD OF GOVERNORS (BBG),2018,ISR
3184084.5,BROADCASTING BOARD OF GOVERNORS (BBG),2018,JOR
164091,BROADCASTING BOARD OF GOVERNORS (BBG),2018,KEN
53640,BROADCASTING BOARD OF GOVERNORS (BBG),2018,KGZ
86446,BROADCASTING BOARD OF GOVERNORS (BBG),2018,KHM
40537.42,BROADCASTING BOARD OF GOVERNORS (BBG),2018,KOR
16000,BROADCASTING BOARD OF GOVERNORS (BBG),2018,LAO
0,BROADCASTING BOARD OF GOVERNORS (BBG),2018,LBR
336000,BROADCASTING BOARD OF GOVERNORS (BBG),2018,MAR
88800,BROADCASTING BOARD OF GOVERNORS (BBG),2018,MDA
49800,BROADCASTING BOARD OF GOVERNORS (BBG),2018,MKD
51597,BROADCASTING BOARD OF GOVERNORS (BBG),2018,NER
164742,BROADCASTING BOARD OF GOVERNORS (BBG),2018,NGA
1800,BROADCASTING BOARD OF GOVERNORS (BBG),2018,NLD
240000,BROADCASTING BOARD OF GOVERNORS (BBG),2018,PAK
-65259.42,BROADCASTING BOARD OF GOVERNORS (BBG),2018,PAN
46800,BROADCASTING BOARD OF GOVERNORS (BBG),2018,TJK
102480,BROADCASTING BOARD OF GOVERNORS (BBG),2018,TUR
39000,BROADCASTING BOARD OF GOVERNORS (BBG),2018,TWN
25008,BROADCASTING BOARD OF GOVERNORS (BBG),2018,UKR
171097893.9,BROADCASTING BOARD OF GOVERNORS (BBG),2018,USA
0,BROADCASTING BOARD OF GOVERNORS (BBG),2018,ZAF
72332,BROADCASTING BOARD OF GOVERNORS (BBG),2019,AFG
131584,BROADCASTING BOARD OF GOVERNORS (BBG),2019,ARM
159810,BROADCASTING BOARD OF GOVERNORS (BBG),2019,BEL
90475,BROADCASTING BOARD OF GOVERNORS (BBG),2019,BGD
3720295,BROADCASTING BOARD OF GOVERNORS (BBG),2019,CAN
263975,BROADCASTING BOARD OF GOVERNORS (BBG),2019,CHE
21664,BROADCASTING BOARD OF GOVERNORS (BBG),2019,CIV
213937,BROADCASTING BOARD OF GOVERNORS (BBG),2019,CZE
72000,BROADCASTING BOARD OF GOVERNORS (BBG),2019,DEU
48820,BROADCASTING BOARD OF GOVERNORS (BBG),2019,FRA
3123979.31,BROADCASTING BOARD OF GOVERNORS (BBG),2019,GBR
81144,BROADCASTING BOARD OF GOVERNORS (BBG),2019,GHA
773787.51,BROADCASTING BOARD OF GOVERNORS (BBG),2019,HKG
40000,BROADCASTING BOARD OF GOVERNORS (BBG),2019,IND
100000,BROADCASTING BOARD OF GOVERNORS (BBG),2019,IRQ
0,BROADCASTING BOARD OF GOVERNORS (BBG),2019,ISR
133838.6,BROADCASTING BOARD OF GOVERNORS (BBG),2019,KEN
267060,BROADCASTING BOARD OF GOVERNORS (BBG),2019,KGZ
3000,BROADCASTING BOARD OF GOVERNORS (BBG),2019,KWT
300000,BROADCASTING BOARD OF GOVERNORS (BBG),2019,MDA
49800,BROADCASTING BOARD OF GOVERNORS (BBG),2019,MKD
112000.05,BROADCASTING BOARD OF GOVERNORS (BBG),2019,NGA
67000,BROADCASTING BOARD OF GOVERNORS (BBG),2019,PAK
79342.5,BROADCASTING BOARD OF GOVERNORS (BBG),2019,SLE
40980,BROADCASTING BOARD OF GOVERNORS (BBG),2019,SRB
108000,BROADCASTING BOARD OF GOVERNORS (BBG),2019,TJK
42480,BROADCASTING BOARD OF GOVERNORS (BBG),2019,TUR
24985.26,BROADCASTING BOARD OF GOVERNORS (BBG),2019,TWN
64935,BROADCASTING BOARD OF GOVERNORS (BBG),2019,UKR
185854837.41,BROADCASTING BOARD OF GOVERNORS (BBG),2019,USA
0,BROADCASTING BOARD OF GOVERNORS (BBG),2019,VGB
0,BROADCASTING BOARD OF GOVERNORS (BBG),2019,ZAF
90475,BROADCASTING BOARD OF GOVERNORS (BBG),2020,BGD
22000,BROADCASTING BOARD OF GOVERNORS (BBG),2020,CAN
16037,BROADCASTING BOARD OF GOVERNORS (BBG),2020,CHE
177631,BROADCASTING BOARD OF GOVERNORS (BBG),2020,GBR
12900,BROADCASTING BOARD OF GOVERNORS (BBG),2020,GHA
71882,BROADCASTING BOARD OF GOVERNORS (BBG),2020,UKR
7776458.39,BROADCASTING BOARD OF GOVERNORS (BBG),2020,USA
9450,BROADCASTING BOARD OF GOVERNORS (BBG),2021,USA
0,BROADCASTING BOARD OF GOVERNORS (BBG),2022,USA
-50,BROADCASTING BOARD OF GOVERNORS (BBG),2023,USA
300,BROADCASTING BOARD OF GOVERNORS (BBG),2029,USA
0,BROADCASTING BOARD OF GOVERNORS (BBG),2088,USA
0,BROADCASTING BOARD OF GOVERNORS (BBG),2208,GBR
-220,BROADCASTING BOARD OF GOVERNORS (BBG),2209,USA
0,BROADCASTING BOARD OF GOVERNORS (BBG),3013,USA
370644.83,COMMISSION ON CIVIL RIGHTS (USCCR),2003,USA
2355064.26,COMMISSION ON CIVIL RIGHTS (USCCR),2004,USA
74096.53,COMMISSION ON CIVIL RIGHTS (USCCR),2005,USA
2088696.13,COMMISSION ON CIVIL RIGHTS (USCCR),2006,USA
1843413,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2002,USA
118496,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2003,USA
766284,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2004,USA
378333.15,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2005,USA
339263.76,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2006,USA
13290,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2007,USA
2126710.01,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2017,USA
2779596.45,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2018,USA
1319301.01,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2019,USA
13172.06,COMMITTEE FOR PURCHASE FROM PEOPLE WHO ARE BLIND OR SEVERELY DISABLED (ABILITYONE),2020,USA
4029000,COMMODITY FUTURES TRADING COMMISSION (CFTC),2000,USA
4671000,COMMODITY FUTURES TRADING COMMISSION (CFTC),2001,USA
3758377.96,COMMODITY FUTURES TRADING COMMISSION (CFTC),2002,USA
12717614.67,COMMODITY FUTURES TRADING COMMISSION (CFTC),2003,USA
20914563.9,COMMODITY FUTURES TRADING COMMISSION (CFTC),2004,USA
18146716.12,COMMODITY FUTURES TRADING COMMISSION (CFTC),2005,USA
22423930.21,COMMODITY FUTURES TRADING COMMISSION (CFTC),2006,USA
8558.62,COMMODITY FUTURES TRADING COMMISSION (CFTC),2007,NLD
25598264.71,COMMODITY FUTURES TRADING COMMISSION (CFTC),2007,USA
23209988.12,COMMODITY FUTURES TRADING COMMISSION (CFTC),2008,USA
11389.34,COMMODITY FUTURES TRADING COMMISSION (CFTC),2009,NLD
32739583.96,COMMODITY FUTURES TRADING COMMISSION (CFTC),2009,USA
32857390.13,COMMODITY FUTURES TRADING COMMISSION (CFTC),2010,USA
46760,COMMODITY FUTURES TRADING COMMISSION (CFTC),2011,CAN
12072.73,COMMODITY FUTURES TRADING COMMISSION (CFTC),2011,NLD
46609138.81,COMMODITY FUTURES TRADING COMMISSION (CFTC),2011,USA
8341,COMMODITY FUTURES TRADING COMMISSION (CFTC),2012,GBR
26361.94,COMMODITY FUTURES TRADING COMMISSION (CFTC),2012,NLD
64758106.05,COMMODITY FUTURES TRADING COMMISSION (CFTC),2012,USA
7060,COMMODITY FUTURES TRADING COMMISSION (CFTC),2013,CAN
204248,COMMODITY FUTURES TRADING COMMISSION (CFTC),2013,GBR
48601506.81,COMMODITY FUTURES TRADING COMMISSION (CFTC),2013,USA
7060,COMMODITY FUTURES TRADING COMMISSION (CFTC),2014,CAN
-56744,COMMODITY FUTURES TRADING COMMISSION (CFTC),2014,GBR
14378.77,COMMODITY FUTURES TRADING COMMISSION (CFTC),2014,NLD
61831882.31,COMMODITY FUTURES TRADING COMMISSION (CFTC),2014,USA
7060,COMMODITY FUTURES TRADING COMMISSION (CFTC),2015,CAN
74100,COMMODITY FUTURES TRADING COMMISSION (CFTC),2015,GBR
15241.5,COMMODITY FUTURES TRADING COMMISSION (CFTC),2015,NLD
74800741.8,COMMODITY FUTURES TRADING COMMISSION (CFTC),2015,USA
0,COMMODITY FUTURES TRADING COMMISSION (CFTC),2016,CAN
95400,COMMODITY FUTURES TRADING COMMISSION (CFTC),2016,GBR
16155.99,COMMODITY FUTURES TRADING COMMISSION (CFTC),2016,NLD
81691992.16,COMMODITY FUTURES TRADING COMMISSION (CFTC),2016,USA
8400,COMMODITY FUTURES TRADING COMMISSION (CFTC),2017,CAN
49331.85,COMMODITY FUTURES TRADING COMMISSION (CFTC),2017,ESP
111846,COMMODITY FUTURES TRADING COMMISSION (CFTC),2017,GBR
17125.35,COMMODITY FUTURES TRADING COMMISSION (CFTC),2017,NLD
67366277.61,COMMODITY FUTURES TRADING COMMISSION (CFTC),2017,USA
8400,COMMODITY FUTURES TRADING COMMISSION (CFTC),2018,CAN
59327.56,COMMODITY FUTURES TRADING COMMISSION (CFTC),2018,ESP
34394,COMMODITY FUTURES TRADING COMMISSION (CFTC),2018,GBR
18152.87,COMMODITY FUTURES TRADING COMMISSION (CFTC),2018,NLD
61235915.89,COMMODITY FUTURES TRADING COMMISSION (CFTC),2018,USA
54975.05,COMMODITY FUTURES TRADING COMMISSION (CFTC),2019,ESP
71309,COMMODITY FUTURES TRADING COMMISSION (CFTC),2019,GBR
19242.04,COMMODITY FUTURES TRADING COMMISSION (CFTC),2019,NLD
63256618.27,COMMODITY FUTURES TRADING COMMISSION (CFTC),2019,USA
54000,COMMODITY FUTURES TRADING COMMISSION (CFTC),2020,ESP
20396.57,COMMODITY FUTURES TRADING COMMISSION (CFTC),2020,NLD
8780227.28,COMMODITY FUTURES TRADING COMMISSION (CFTC),2020,USA
0,COMMODITY FUTURES TRADING COMMISSION (CFTC),5015,USA
12281871.22,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2011,USA
40831188.14,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2012,USA
57496197.25,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2013,USA
53981275.67,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2014,USA
74607968.24,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2015,USA
81790918.57,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2016,USA
155264,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2017,CAN
105537147.01,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2017,USA
72341992.88,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2018,USA
69177896.7,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2019,USA
10431571.01,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2020,USA
0,CONSUMER FINANCIAL PROTECTION BUREAU (CFPB),2107,USA
678000,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),1999,USA
35000,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2000,CAN
3955000,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2000,USA
3646000,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2001,USA
-21000,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2002,DEU
5997020,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2002,USA
5166800.14,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2003,USA
9953.8,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2004,CAN
1213.35,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2004,DEU
8584000.89,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2004,USA
3703,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2005,GBR
6827874.16,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2005,USA
36149.09,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2006,CAN
9141117.47,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2006,USA
10603831.78,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2007,USA
15135107.56,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2008,USA
25605863.76,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2009,USA
24680,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2010,CAN
38730153.75,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2010,USA
17900,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2011,CAN
29789310.61,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2011,USA
28712466.11,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2012,USA
21507563.14,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2013,USA
133088.8,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2014,CAN
25179095.19,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2014,USA
38283.94,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2015,CAN
6930,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2015,ISR
29341711.67,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2015,USA
101160.02,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2016,CAN
30434493.97,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2016,USA
15839.43,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2017,CAN
9286,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2017,NLD
28736859.44,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2017,USA
29436179.63,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2018,USA
13096,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2019,CAN
31674803.48,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2019,USA
1605036.94,CONSUMER PRODUCT SAFETY COMMISSION (CPSC),2020,USA
2913000,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),1999,USA
12101000,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2000,USA
2192651.95,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2001,USA
4862432.02,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2002,USA
3994.86,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2003,CAN
41605648.02,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2003,USA
515934.12,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2004,CAN
23981583.29,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2004,USA
187867.1,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2005,CAN
31228109.33,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2005,USA
58036.1,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2006,CAN
32214034.8,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2006,USA
25350,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2007,CAN
34334095.27,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2007,USA
39275964.9,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2008,USA
67507891.04,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2009,USA
68148415.51,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2010,USA
73830878.47,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2011,USA
6380.4,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2012,CAN
59517360.22,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2012,USA
0,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2013,CAN
62097835.13,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2013,USA
145172.7,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2014,CAN
69412715.96,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2014,USA
12151.9,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2015,CAN
66533394.32,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2015,USA
10351.9,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2016,CAN
71334423.6,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2016,USA
7660.5,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2017,CAN
67495434.87,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2017,USA
7867.35,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2018,CAN
72679778.04,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2018,USA
61819.3,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2019,CAN
86073162.81,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2019,USA
9097327.51,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2020,USA
0,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2022,USA
500000,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE (CNCS),2213,USA
44000,CORPS OF ENGINEERS - CIVIL WORKS (USACE),1988,USA
44000,CORPS OF ENGINEERS - CIVIL WORKS (USACE),1989,USA
0,CORPS OF ENGINEERS - CIVIL WORKS (USACE),2000,USA
0,CORPS OF ENGINEERS - CIVIL WORKS (USACE),2001,USA
0,CORPS OF ENGINEERS - CIVIL WORKS (USACE),2002,USA
0,CORPS OF ENGINEERS - CIVIL WORKS (USACE),2003,USA
678588,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2000,USA
435170.07,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2001,USA
236000,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2002,USA
2791431.16,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2003,USA
6445887.85,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2004,USA
8397054.55,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2005,USA
17640642.84,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2006,USA
21300,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2007,CAN
20409805.64,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2007,USA
31375,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2008,CAN
28102554.65,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2008,USA
165205,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2009,CAN
30060272.92,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2009,USA
10900,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2010,CAN
62508500.84,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2010,USA
22473171.63,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2011,USA
26307,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2012,CAN
24160090.54,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2012,USA
11000,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2013,CAN
27771051.75,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2013,USA
44255422.84,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2014,USA
43263205.56,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2015,USA
36400,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2016,CAN
41408936.71,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2016,USA
55300,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2017,CAN
55397836.34,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2017,USA
14500,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2018,CAN
52890046.56,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2018,USA
313275,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2019,CAN
42713131.71,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2019,USA
1121881.54,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2020,USA
5000,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2021,USA
66508.85,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2105,USA
217728,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2106,USA
0,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2107,USA
800000,COURT SERVICES AND OFFENDER SUPERVISION AGENCY (CSOSA),2108,USA
25000,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),1999,USA
25000,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2001,USA
1702087,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2002,USA
1899972.54,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2003,USA
2445350,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2004,USA
2587786.84,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2005,USA
3127660.32,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2006,USA
3723370.04,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2007,USA
3420079.36,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2008,USA
3236363.82,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2009,USA
3023004.93,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2010,USA
2818778.17,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2011,USA
4343984.92,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2012,USA
2512061.84,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2013,USA
3636005.76,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2014,USA
3283351.91,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2015,USA
4655074.51,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2016,USA
3608273.59,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2017,USA
4635655.32,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2018,USA
5115590,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2019,USA
-38903,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2020,USA
0,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2104,USA
1238.45,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2106,USA
1090,DEFENSE NUCLEAR FACILITIES SAFETY BOARD (DNFSB),2201,USA
18000,DEPARTMENT OF AGRICULTURE (USDA),1999,AUS
299000,DEPARTMENT OF AGRICULTURE (USDA),1999,CAN
68531,DEPARTMENT OF AGRICULTURE (USDA),1999,FRA
668009105.21,DEPARTMENT OF AGRICULTURE (USDA),1999,USA
9711316,DEPARTMENT OF AGRICULTURE (USDA),2000,CAN
40000,DEPARTMENT OF AGRICULTURE (USDA),2000,FRA
3671140968.76,DEPARTMENT OF AGRICULTURE (USDA),2000,USA
10756815,DEPARTMENT OF AGRICULTURE (USDA),2001,CAN
3957746084.15,DEPARTMENT OF AGRICULTURE (USDA),2001,USA
6814017,DEPARTMENT OF AGRICULTURE (USDA),2002,CAN
77000,DEPARTMENT OF AGRICULTURE (USDA),2002,CHE
70000,DEPARTMENT OF AGRICULTURE (USDA),2002,DEU
47000,DEPARTMENT OF AGRICULTURE (USDA),2002,ITA
54000,DEPARTMENT OF AGRICULTURE (USDA),2002,MEX
6300,DEPARTMENT OF AGRICULTURE (USDA),2002,MWI
93000,DEPARTMENT OF AGRICULTURE (USDA),2002,NLD
3692167378.55,DEPARTMENT OF AGRICULTURE (USDA),2002,USA
607.5,DEPARTMENT OF AGRICULTURE (USDA),2003,BMU
6030191.78,DEPARTMENT OF AGRICULTURE (USDA),2003,CAN
33700,DEPARTMENT OF AGRICULTURE (USDA),2003,CHE
31000,DEPARTMENT OF AGRICULTURE (USDA),2003,DEU
82543,DEPARTMENT OF AGRICULTURE (USDA),2003,DNK
85745,DEPARTMENT OF AGRICULTURE (USDA),2003,FRA
716862,DEPARTMENT OF AGRICULTURE (USDA),2003,GBR
2548.8,DEPARTMENT OF AGRICULTURE (USDA),2003,GTM
34118,DEPARTMENT OF AGRICULTURE (USDA),2003,MEX
93000,DEPARTMENT OF AGRICULTURE (USDA),2003,NLD
216586,DEPARTMENT OF AGRICULTURE (USDA),2003,SWE
4318735685.48,DEPARTMENT OF AGRICULTURE (USDA),2003,USA
28112,DEPARTMENT OF AGRICULTURE (USDA),2003,ZAF
49100,DEPARTMENT OF AGRICULTURE (USDA),2004,AUS
9680456.09,DEPARTMENT OF AGRICULTURE (USDA),2004,CAN
16000,DEPARTMENT OF AGRICULTURE (USDA),2004,CHE
0,DEPARTMENT OF AGRICULTURE (USDA),2004,DEU
25119,DEPARTMENT OF AGRICULTURE (USDA),2004,FRA
136306,DEPARTMENT OF AGRICULTURE (USDA),2004,GBR
